bairro,fisica,cidade,nacionalidade,est_civil,dt_nasc,uf,sexo,pep,desc_perfil,profissao,salario,cedido,regime,idade,profissao_cod,cluster
RECREIO DOS BANDEIRANTES,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1963-05-17,RJ,FEMININO,Não,,Professor Ii,13896.47,Não,Mensalista,62.0,1048,1
RECREIO DOS BANDEIRANTES,F,RIO DE JANEIRO,Brasileira,Solteira,1963-05-17,RJ,FEMININO,Não,,Professor Ii,13896.47,Não,Mensalista,62.0,1048,1
VILA DA PENHA,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1967-06-04,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Ii,8376.18,Não,Mensalista,58.0,1048,1
ANCHIETA,F,RIO DE JANEIRO,Brasileira,União Estável,1955-12-13,RJ,FEMININO,Não,,Auxiliar De Enfermagem,2085.83,Não,Mensalista,70.0,608,3
COSMOS,F,RIO DE JANEIRO,BRASILEIRA,Casada,1959-03-21,RJ,FEMININO,Não,,Professor Ii,2601.02,Não,Mensalista,66.0,1048,2
COSMOS,F,RIO DE JANEIRO,BRASILEIRA,Casado,1959-03-21,RJ,FEMININO,Não,,Professora,3465.33,Não,Mensalista,66.0,1070,2
COSTA BARROS,F,RIO DE JANEIRO,Brasileira,Solteira,1961-03-16,RJ,FEMININO,Não,,Servente,1681.29,Não,Mensalista,64.0,1116,2
GUADALUPE,F,RIO DE JANEIRO,Brasileira,Divorciado,1959-02-24,RJ,FEMININO,Não,,Prof Ii,3316.3,Não,Mensalista,66.0,930,2
VILA KOSMOS,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1958-03-22,RJ,FEMININO,Não,,Servente,1615.22,Não,Mensalista,67.0,1116,2
CORDOVIL,F,RIO DE JANEIRO,Brasileira,Solteira,1960-02-18,RJ,FEMININO,Não,,Aux. De Enfermagem-2. Grau,4767.63,Não,Mensalista,65.0,544,3
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Separado judicialmente,1960-03-02,RJ,FEMININO,Não,,Professora Ii,7908.5,Não,Mensalista,65.0,1074,1
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1956-11-17,RJ,FEMININO,Não,,Professor Ii,8304.83,Não,Mensalista,69.0,1048,1
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1964-06-25,RJ,FEMININO,Não,,Datilografo/Subgerente Iv,6119.8,Não,Mensalista,61.0,699,0
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1968-10-07,RJ,FEMININO,Não,,Merendeira,1778.72,Não,Mensalista,57.0,812,0
SÃO CRISTOVÃO,F,RIO DE JANEIRO,Brasileira,Solteira,1975-10-13,RJ,FEMININO,Não,,Auxiliar De Enfermagem,4210.2,Não,Mensalista,50.0,608,0
ANDARAI,F,RIO DE JANEIRO,Brasileira,Casada,1962-04-04,RJ,FEMININO,Não,,Ag Comunitario,3577.35,Não,Mensalista,63.0,33,3
CORDOVIL,F,RIO DE JANEIRO,Brasileira,Divorciada,1963-12-31,RJ,FEMININO,Não,,Aux De Enfermagem 1º Grau,2908.1,Não,Mensalista,62.0,468,3
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1962-07-18,RJ,FEMININO,Não,,Merendeira,2060.83,Não,Mensalista,63.0,812,2
ENGENHO DE DENTRO,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1964-08-04,RJ,FEMININO,Não,,Prof.Ii,2835.08,Não,Mensalista,61.0,977,2
ENGENHO NOVO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1964-04-23,RJ,FEMININO,Não,,Professor Ii,7764.98,Não,Mensalista,61.0,1048,1
EDSON PASSOS,F,MESQUITA,BRASILEIRA,Viúva,1963-02-24,RJ,FEMININO,Não,,Merendeira,2359.92,Não,Mensalista,62.0,812,2
SANTISSIMO,F,RIO DE JANEIRO,Brasileira,Casada,1963-10-24,RJ,FEMININO,Não,,Merendeira,1384.04,Não,Mensalista,62.0,812,2
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1955-06-19,RJ,FEMININO,Não,,Ag Defesa Civil / Subgerente I,2819.57,Não,Mensalista,70.0,67,3
JACAREPAGUA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1967-04-20,RJ,FEMININO,Não,,Professor Ii,5569.5,Não,Mensalista,58.0,1048,2
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Solteira,1968-03-01,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,3929.86,Não,Mensalista,57.0,474,0
JACAREPAGUA,F,RIO DE JANEIRO,Brasileira,Divorciada,1967-04-20,RJ,FEMININO,Não,,Aposentada,5024.33,Não,Mensalista,58.0,294,3
PADRE MIGUEL,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1972-06-16,RJ,FEMININO,Não,,Professor,1617.65,Não,Mensalista,53.0,984,0
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Casada,1968-05-06,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,7570.6,Não,Mensalista,57.0,474,1
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Casada,1968-05-06,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,6102.53,Não,Mensalista,57.0,474,0
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casado,1959-03-07,RJ,FEMININO,Não,,Prof Ii,5842.68,Não,Mensalista,66.0,930,2
CENTRO,F,MESQUITA,Brasileira,Casado,1960-12-03,RJ,FEMININO,Não,,Merendeira,930.48,Não,Mensalista,65.0,812,2
SENADOR VASCONCELOS,F,RIO DE JANEIRO,Brasileira,Solteira,1963-02-04,RJ,FEMININO,Não,,Aux Deenfermagem 2º Grau,2905.78,Não,Mensalista,62.0,505,3
BENTO RIBEIRO,F,RIO DE JANEIRO,Brasileira,Solteira,1960-09-07,RJ,FEMININO,Não,,Ag Comunitario Nivel Ii (Qs),2455.24,Não,Mensalista,65.0,36,3
ABOLIÇÃO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1959-11-29,RJ,FEMININO,Não,,Merendeira,792.08,Não,Mensalista,66.0,812,2
CIDADE NOVA,F,IGUABA GRANDE,BRASILEIRA,Casada,1966-07-31,RJ,FEMININO,Não,,Aux De Enfermagem,1703.25,Não,Mensalista,59.0,459,3
NITEROI,F,RIO DE JANEIRO,Brasileira,Divorciado,1964-01-13,RJ,FEMININO,Não,,Aux. De Enfermagem,2388.48,Não,Mensalista,61.0,525,3
OLARIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1966-09-25,RJ,FEMININO,Não,,Professor Ii,7498.51,Não,Mensalista,59.0,1048,1
OLARIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1966-09-25,RJ,FEMININO,Não,,Professor Ii,7498.51,Não,Mensalista,59.0,1048,1
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Casada,1960-08-11,RJ,FEMININO,Não,,Servente,2368.08,Não,Mensalista,65.0,1116,2
ROCHA MIRANDA,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1953-11-14,RJ,FEMININO,Não,,Merendeira,1559.5,Não,Mensalista,72.0,812,2
CABUÇU,F,NOVA IGUACU,Brasileira,Casado,1958-10-17,RJ,FEMININO,Não,,Tecnico Laboratorio,2775.56,Não,Mensalista,67.0,1190,2
OSWALDO CRUZ,F,RIO DE JANEIRO,Brasileira,Solteira,1955-09-13,RJ,FEMININO,Não,,Merendeira,1261.76,Não,Mensalista,70.0,812,2
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Casada,1964-03-07,RJ,FEMININO,Não,,Aposentada,3375.54,Não,Mensalista,61.0,294,3
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1964-10-20,RJ,FEMININO,Não,,Professor I,7255.57,Não,Mensalista,61.0,1028,1
TIJUCA,F,RIO DE JANEIRO,Brasileira,Divorciada,1969-07-07,RJ,FEMININO,Não,,Servente,5532.19,Não,Mensalista,56.0,1116,2
BANGU,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1958-03-01,RJ,MASCULINO,Não,,Servente,3696.32,Não,Mensalista,67.0,1116,2
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1962-11-01,RJ,FEMININO,Não,,Servente,2108.74,Não,Mensalista,63.0,1116,2
VIGARIO GERAL,F,RIO DE JANEIRO,Brasileira,Divorciada,1962-10-14,RJ,FEMININO,Não,,Inspetor De Alunos,1623.33,Não,Mensalista,63.0,789,2
TAQUARA,F,RIO DE JANEIRO,Brasileira,Solteira,1962-06-10,RJ,FEMININO,Não,,Tecnico De Laboratorio,4972.13,Não,Mensalista,63.0,1176,2
ENGENHO NOVO,F,RIO DE JANEIRO,Brasileira,Casada,1953-11-19,RJ,FEMININO,Não,,Professor Ii,7901.73,Não,Mensalista,72.0,1048,2
CATUMBI,F,RIO DE JANEIRO,BRASILEIRA,Casada,1957-03-25,RJ,FEMININO,Não,,Professor Ii,4242.79,Não,Mensalista,68.0,1048,2
CATUMBI,F,RIO DE JANEIRO,Brasileira,Casada,1957-03-25,RJ,FEMININO,Não,,Professor Ii,7562.74,Não,Mensalista,68.0,1048,1
ENGENHO NOVO,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1975-07-16,RJ,FEMININO,Não,,Professor Ii,6645.24,Não,Mensalista,50.0,1048,1
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Casada,1970-07-02,RJ,FEMININO,Não,,Merendeira,1896.63,Não,Mensalista,55.0,812,0
VASCO GAMA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1957-09-09,RJ,FEMININO,Não,,Aux. Creche,1483.17,Não,Mensalista,68.0,517,3
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Divorciado,1964-03-01,RJ,FEMININO,Não,,Servente,2104.8,Não,Mensalista,61.0,1116,2
PAQUETA,F,RIO DE JANEIRO,Brasileira,Casada,1963-11-05,RJ,FEMININO,Não,,Professora Ii,6169.48,Não,Mensalista,62.0,1074,2
PAQUETA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1963-11-05,RJ,FEMININO,Não,,Aposentada,6387.77,Não,Mensalista,62.0,294,3
FONSECA,F,NITEROI,Brasileira,Casado,1963-04-18,RJ,FEMININO,Não,,Professor 1 E 2 Grau,10518.6,Não,Mensalista,62.0,986,1
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1960-09-09,RJ,FEMININO,Não,,Professor Ii,4649.45,Não,Mensalista,65.0,1048,2
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1960-09-09,RJ,FEMININO,Não,,Professor Ii,4649.45,Não,Mensalista,65.0,1048,2
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Casada,1964-05-18,RJ,FEMININO,Não,,Merendeira,1439.47,Não,Mensalista,61.0,812,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casada,1965-06-08,RJ,FEMININO,Não,,Servente,2160.78,Não,Mensalista,60.0,1116,2
CAVALCANTE,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1967-10-05,RJ,FEMININO,Não,,Professor Ii,2023.08,Não,Mensalista,58.0,1048,2
CACUIA,F,ILHA DO GOVERNADOR,BRASILEIRA,SOLTEIRO,1955-03-10,RJ,FEMININO,Não,,Professor,2614.59,Não,Mensalista,70.0,984,2
ROCHA MIRANDA,F,RIO DE JANEIRO,Brasileira,Solteiro,1952-02-14,RJ,FEMININO,Não,,Servente,1289.74,Não,Mensalista,73.0,1116,2
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1967-11-02,RJ,FEMININO,Não,,Ag. Comunitario Nivel Ii (Qs),3451.93,Não,Mensalista,58.0,99,3
ITAUNA,F,SAO GONCALO,BRASILEIRA,Solteiro,1966-07-26,RJ,FEMININO,Não,,Merendeira,1332.32,Não,Mensalista,59.0,812,2
TAQUARA,F,RIO DE JANEIRO,Brasileira,Divorciada,1961-09-11,RJ,FEMININO,Não,,Agente Aux. De Adm,1989.0,Não,Mensalista,64.0,185,3
CARAMUJO,F,RIO DE JANEIRO,Brasileira,Casado,1966-03-05,RJ,FEMININO,Não,,Professor I,2937.66,Não,Mensalista,59.0,1028,2
CENTRO,F,QUEIMADOS,Brasileira,Separada judicialmente,1974-12-04,RJ,FEMININO,Não,,Professor Ii,9135.21,Não,Mensalista,51.0,1048,1
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Casada,1965-07-03,RJ,FEMININO,Não,,Professor Ii,9583.17,Não,Mensalista,60.0,1048,1
INGÁ,F,NITEROI,BRASILEIRA,Casada,1969-11-07,RJ,FEMININO,Não,,Prof. De Educação Infantil,3676.86,Não,Mensalista,56.0,952,0
PADRE MIGUEL,F,RIO DE JANEIRO,Brasileira,Divorciada,1968-02-21,RJ,FEMININO,Não,,Agente Comunitario Nivel Ii,3066.35,Não,Mensalista,57.0,202,3
PILARES,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1976-05-31,RJ,FEMININO,Não,,Merendeira,1453.16,Não,Mensalista,49.0,812,0
DEL CASTILHO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1964-09-23,RJ,FEMININO,Não,,Professor Ii,4545.4,Não,Mensalista,61.0,1048,2
DEL CASTILHO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1964-09-23,RJ,FEMININO,Não,,Professor Ii,4545.4,Não,Mensalista,61.0,1048,2
TIJUCA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1960-05-16,RJ,FEMININO,Não,,Ag. De Educação Infantil,3157.65,Não,Mensalista,65.0,129,3
FREGUESIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1959-07-22,RJ,FEMININO,Não,Risco PLD/FT Baixo,Prof Ii,18398.44,Não,Mensalista,66.0,930,1
CACHAMBI,F,RIO DE JANEIRO,Brasileira,Solteira,1955-08-17,RJ,FEMININO,Não,,Servente,1500.7,Não,Mensalista,70.0,1116,2
BANCARIOS,F,RIO DE JANEIRO,BRASILEIRA,Casada,1961-05-22,RJ,FEMININO,Não,,Merendeira,1854.37,Não,Mensalista,64.0,812,2
CAJÚ,F,RIO DE JANEIRO,BRASILEIRA,Casada,1975-08-31,RJ,FEMININO,Não,,Agente De Ed. Infantil,3323.16,Não,Mensalista,50.0,230,0
GUADALUPE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1971-08-04,RJ,FEMININO,Não,,Professor Ii,7561.16,Não,Mensalista,54.0,1048,1
ENGENHO NOVO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1962-08-05,RJ,FEMININO,Não,,Ag De Educação Infantil,3902.1,Não,Mensalista,63.0,55,3
BARROS FILHOS,F,RIO DE JANEIRO,BRASILEIRA,Casada,1971-08-04,RJ,FEMININO,Não,,Professor,4011.21,Não,Mensalista,54.0,984,0
TAQUARA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1962-08-16,RJ,FEMININO,Não,,Ag. De Portaria,4578.71,Não,Mensalista,63.0,133,3
JACAREPAGUA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1966-08-07,RJ,FEMININO,Não,,Auxiliar De Enfermagem,2828.42,Não,Mensalista,59.0,608,0
PRAÇA DA BANDEIRA,F,RIO DE JANEIRO,Brasileira,Divorciada,1957-11-12,RJ,FEMININO,Não,,Professor Ii,12706.96,Não,Mensalista,68.0,1048,1
ROCHA MIRANDA,F,RIO DE JANEIRO,Brasileira,Solteira,1963-10-05,RJ,FEMININO,Não,,Aposentada,1797.24,Não,Mensalista,62.0,294,3
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1953-05-09,RJ,FEMININO,Não,,Professor Ii Diretor Adjunto,3066.56,Não,Mensalista,72.0,1056,2
VIGARIO GERAL,F,RIO DE JANEIRO,BRASILEIRA,Casada,1964-09-25,RJ,FEMININO,Não,,Copeiro,2182.97,Não,Mensalista,61.0,678,0
VILA DA PENHA,F,RIO DE JANEIRO,BRASILEIRA,Viúva,1957-07-20,RJ,FEMININO,Não,,Professor Ii,9503.64,Não,Mensalista,68.0,1048,1
VILA DA PENHA,F,RIO DE JANEIRO,Brasileira,Viúva,1957-07-20,RJ,FEMININO,Não,,Professor Ii,6468.51,Não,Mensalista,68.0,1048,2
CASCADURA,F,RIO DE JANEIRO,Brasileira,União Estável,1968-12-14,RJ,FEMININO,Não,,Auxiliar De Enfermagem,3037.94,Não,Mensalista,57.0,608,0
CARAMUJO,F,RIO DE JANEIRO,Brasileira,Solteiro,1958-09-19,RJ,MASCULINO,Não,,Aux. De Enfermagem,4571.06,Não,Mensalista,67.0,525,3
GUARATIBA,F,RIO DE JANEIRO,Brasileira,Solteira,1965-08-29,RJ,FEMININO,Não,,Merendeira,1439.47,Não,Mensalista,60.0,812,2
CAVALCANTE,F,RIO DE JANEIRO,Brasileira,Casada,1966-05-09,RJ,FEMININO,Não,,Professor Ii,5702.34,Não,Mensalista,59.0,1048,2
CAVALCANTE,F,RIO DE JANEIRO,BRASILEIRA,Casada,1966-05-09,RJ,FEMININO,Não,,Professor Ii,3442.75,Não,Mensalista,59.0,1048,2
CENTRO,F,BELFORD ROXO,BRASILEIRA,Casada,1979-02-23,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Docente I 18 Horas,3538.26,Não,Mensalista,46.0,1016,0
CENTRO,F,BELFORD ROXO,BRASILEIRA,Casado,1979-02-23,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Docente I 18 Horas,4703.59,Não,Mensalista,46.0,1016,0
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Solteiro,1975-05-16,RJ,FEMININO,Não,,Merendeira,1384.38,Não,Mensalista,50.0,812,0
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteira,1963-01-15,RJ,FEMININO,Não,,Aux. De Enfermagem- 2º Grau,4542.47,Não,Mensalista,62.0,543,3
JACAREPAGUA,F,RIO DE JANEIRO,Brasileira,Solteira,1956-02-10,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,1834.55,Não,Mensalista,69.0,474,3
GAVEA,F,RIO DE JANEIRO,Brasileira,Solteira,1947-01-15,RJ,FEMININO,Não,,Aposentada,3203.23,Não,Mensalista,78.0,294,3
INHOAIBA,F,RIO DE JANEIRO,Brasileira,Casada,1967-01-14,RJ,FEMININO,Não,,Merendeira,736.13,Não,Mensalista,58.0,812,0
IRAJA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1964-12-13,RJ,FEMININO,Não,,Ag Administração,2421.05,Não,Mensalista,61.0,21,3
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1969-07-15,RJ,FEMININO,Não,,Aux. De Enfermagem,1638.94,Não,Mensalista,56.0,525,0
SANTISSIMO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1975-04-30,RJ,FEMININO,Não,,Assistente Social,8128.51,Não,Mensalista,50.0,430,0
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1977-02-01,RJ,FEMININO,Não,,Agente De Educação Infantil,2543.12,Não,Mensalista,48.0,237,0
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1969-07-14,RJ,FEMININO,Não,,Secretario Escolar,1578.73,Não,Mensalista,56.0,1113,2
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1966-12-16,RJ,FEMININO,Não,,Professor Ii,7355.86,Não,Mensalista,59.0,1048,1
CENTRO,F,QUEIMADOS,Brasileira,Divorciada,1979-03-23,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Ii,10291.66,Não,Mensalista,46.0,1048,1
NOSSA SENHORA DE FATIMA,F,NILOPOLIS,BRASILEIRA,Casado,1969-06-14,RJ,FEMININO,Não,Risco PLD/FT Baixo,Assistente Administrativo De S,3732.15,Não,Mensalista,56.0,423,0
ENGENHO DE DENTRO,F,RIO DE JANEIRO,Brasileira,Solteira,1964-12-15,RJ,FEMININO,Não,,Agente Comunitario Nivel I (Qs,2313.28,Não,Mensalista,61.0,200,3
VARGEM GRANDE,F,RIO DE JANEIRO,Brasileira,Solteira,1974-01-10,RJ,FEMININO,Não,,Merendeira,2480.68,Não,Mensalista,51.0,812,0
COSTA BARROS,F,RIO DE JANEIRO,Brasileira,Solteira,1965-09-28,RJ,FEMININO,Não,,Merendeira,952.92,Não,Mensalista,60.0,812,2
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Casada,1963-10-23,RJ,FEMININO,Não,,Ag. Comunitário Nivel I,1813.16,Não,Mensalista,62.0,102,3
SANTISSIMO,F,RIO DE JANEIRO,BRASILEIRA,Casada,1972-01-24,RJ,FEMININO,Não,,Merendeira,1391.06,Não,Mensalista,53.0,812,0
CORDOVIL,F,RIO DE JANEIRO,Brasileira,Solteira,1964-12-04,RJ,FEMININO,Não,,Datilografo / Secretario I,6130.69,Não,Mensalista,61.0,693,0
CIDADE DE DEUS,F,RIO DE JANEIRO,BRASILEIRA,Casada,1968-07-07,RJ,FEMININO,Não,,Axiliar De Enfermagem,2836.91,Não,Mensalista,57.0,648,0
INHAUMA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1966-06-27,RJ,FEMININO,Não,,Auxiliar De Enfermagem 2º Grau,3197.18,Não,Mensalista,59.0,620,0
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Casada,1960-09-28,RJ,FEMININO,Não,,Servente,1901.44,Não,Mensalista,65.0,1116,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteira,1973-01-30,RJ,FEMININO,Não,,Aposentada,3632.57,Não,Mensalista,52.0,294,0
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Divorciado,1980-05-30,RJ,FEMININO,Não,,Professor,6874.82,Não,Mensalista,45.0,984,0
MARÉ,F,RIO DE JANEIRO,Brasileira,Casado,1977-01-20,RJ,FEMININO,Não,,Auxiliar De Enfermagem,2879.76,Não,Mensalista,48.0,608,0
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Separado judicialmente,1966-01-04,RJ,FEMININO,Não,,Recepcionista,2042.84,Não,Mensalista,59.0,1094,2
MARIA PAULA,F,SAO GONCALO,Brasileira,Solteiro,1957-09-10,RJ,MASCULINO,Não,,Datilografo,1633.56,Não,Mensalista,68.0,690,2
OSWALDO CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1963-07-15,RJ,MASCULINO,Não,,Merendeira,3016.59,Não,Mensalista,62.0,812,2
PACIENCIA,F,RIO DE JANEIRO,Brasileira,Divorciado,1950-08-20,RJ,MASCULINO,Não,,Ag. De Adminsitração,2685.88,Não,Mensalista,75.0,115,3
JARDIM AMERICA,F,RIO DE JANEIRO,Brasileira,Casado,1956-06-17,RJ,MASCULINO,Não,,Agente De Vigiag De Vigilancia,2734.83,Não,Mensalista,69.0,258,3
PENHA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1960-06-14,RJ,MASCULINO,Não,,Guarda Municipal,4517.97,Não,Mensalista,65.0,776,2
BELA VISTA,F,SAO PEDRO DA ALDEIA,Brasileira,Casado,1964-12-13,RJ,MASCULINO,Não,,Art. De Pavimentação E Pedreir,3104.95,Não,Mensalista,61.0,368,3
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Casado,1951-09-24,RJ,MASCULINO,Não,,Capitao,8148.96,Não,Mensalista,74.0,659,1
BONSUCESSO,F,RIO DE JANEIRO,Brasileira,Divorciado,1951-08-20,RJ,MASCULINO,Não,,Tecnico Em Radiologia,4417.84,Não,Mensalista,74.0,1185,2
REALENGO,F,RIO DE JANEIRO,Brasileira,Casado,1957-07-15,RJ,MASCULINO,Não,,Ag. De Vigilancia,2855.7,Não,Mensalista,68.0,140,3
CACHAMBI,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1976-07-28,RJ,FEMININO,Não,,Professor Ii,13037.34,Não,Mensalista,49.0,1048,1
CACHAMBI,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1976-07-28,RJ,FEMININO,Não,,Professor Ii,13037.34,Não,Mensalista,49.0,1048,1
SEPETIBA,F,RIO DE JANEIRO,Brasileira,Casado,1958-05-04,RJ,FEMININO,Não,,Zelador,1339.56,Não,Mensalista,67.0,1238,2
JARDIM REDENTOR,F,BELFORD ROXO,BRASILEIRA,Solteira,1963-10-28,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,2555.04,Não,Mensalista,62.0,474,3
BENTO RIBEIRO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1973-04-10,RJ,FEMININO,Não,,Agente De Educação Infantil,3601.17,Não,Mensalista,52.0,237,0
ENGENHO DE DENTRO,F,RIO DE JANEIRO,Brasileira,Solteiro,1949-12-01,RJ,FEMININO,Não,,Merendeira,1225.68,Não,Mensalista,76.0,812,2
TIJUCA,F,RIO DE JANEIRO,Brasileira,Divorciada,1962-02-07,RJ,FEMININO,Não,,Ag. Comunitario Nivel Ii,6008.76,Não,Mensalista,63.0,98,3
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Desquitado,1947-04-15,RJ,FEMININO,Não,,Professor Ii,5196.56,Não,Mensalista,78.0,1048,2
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Desquitado,1947-04-15,RJ,FEMININO,Não,,Professor Ii,5196.56,Não,Mensalista,78.0,1048,2
TIJUCA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1951-07-11,RJ,FEMININO,Não,,Agente Comunitario Nivel Ii,4137.5,Não,Mensalista,74.0,202,3
CATUMBI,F,RIO DE JANEIRO,BRASILEIRA,Casada,1957-04-16,RJ,FEMININO,Não,,Agente Comunitario Nivel I,3949.12,Não,Mensalista,68.0,199,3
MONERÓ,F,RIO DE JANEIRO,Brasileira,Divorciada,1958-11-02,RJ,FEMININO,Não,,Aposentada,1894.46,Não,Mensalista,67.0,294,3
AGUA SANTA,F,JAPERI,BRASILEIRA,SOLTEIRO,1969-02-12,RJ,FEMININO,Não,,Servente,1576.62,Não,Mensalista,56.0,1116,2
LEOPOLDINA,F,SAO GONCALO,Brasileira,Casado,1968-04-01,RJ,FEMININO,Não,,Escrivao Pol.Fed. 2A Clas,9063.22,Não,Mensalista,57.0,734,1
SENADOR CAMARA,F,RIO DE JANEIRO,Brasileira,Casado,1959-12-29,RJ,MASCULINO,Não,,Trabalhador/Assitente Ii,6547.81,Não,Mensalista,66.0,1215,2
SURUI,F,RIO DE JANEIRO,Brasileira,Casado,1959-08-17,RJ,MASCULINO,Não,,Op. De Maquinas Pesadas,2524.42,Não,Mensalista,66.0,847,2
TIJUCA,F,RIO DE JANEIRO,Brasileira,Solteiro,1962-03-11,RJ,FEMININO,Não,,Prof,2741.0,Não,Mensalista,63.0,874,2
VILA ISABEL,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1981-11-13,RJ,FEMININO,Não,,Agente De Educação Infantil,3041.54,Não,Mensalista,44.0,237,0
BONSUCESSO,F,RIO DE JANEIRO,Brasileira,Solteiro,1939-04-14,RJ,MASCULINO,Não,,Especial/Chefeii,2261.72,Não,Mensalista,86.0,746,2
SEPETIBA,F,RIO DE JANEIRO,Brasileira,Solteiro,1965-04-16,RJ,MASCULINO,Não,,Art De Pav. E Pedreira,4257.0,Não,Mensalista,60.0,327,3
SANTA CRUZ,F,RIO DE JANEIRO,Brasileira,Solteira,1978-11-19,RJ,FEMININO,Não,,Agente Administraçao,2761.91,Não,Mensalista,47.0,180,0
